Sale Date,Item Name,Quantity,Price,Coupon Code,Coupon Details,Discount Amount,Shipping Discount,Order Shipping,Order Sales Tax,Item Total,Currency,Transaction ID,Listing ID,Date Paid,Date Shipped,Order ID,Variations,Order Type,Listings Type,Payment Type,InPerson Discount,InPerson Location,VAT Paid by Buyer,SKU
02/25/24,Beam Team Snapback Hat,1,24.99,BEAMTEAM,BEAMTEAM - % off,3.75,0.00,4.69,0,24.99,USD,3988701045,1426285858,02/25/2024,02/27/2024,3223598196,Color:Black,online,listing,online_cc,,,0,64139F8498F1A_4468
02/19/24,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,40.00,FINISHSTRONG,FINISHSTRONG - % off,4.00,8.39,0,0,40,USD,3981419120,1386871859,02/19/2024,02/20/2024,3218533098,"Color:Black,Size:XL",online,listing,online_cc,,,0,cc-541-4740-100701871-23090
02/15/24,Light The Beam Crown Die Cut Sticker,1,5.00,,,0.00,0.00,3.99,0,5,USD,3975985723,1608707534,02/15/2024,02/16/2024,3205507893,Size:3″×3″,online,listing,online_cc,,,0,6567BA43C16EE_10163
02/14/24,Welcome to Hell  Mineral Wash Sacramento Basketball Tshirt featuring Sabonis,1,34.99,,,0.00,0.00,5.19,0,34.99,USD,3974664854,1432702507,02/14/2024,02/15/2024,3204690087,"Colors:Mineral Black,Sizes:L",online,listing,online_cc,,,0,12998726163207476101
02/10/24,Beam Team Embroidered patches,1,12.99,BEAMTEAM,BEAMTEAM - % off,1.95,0.00,3.99,0,12.99,USD,3969728207,1426347210,02/10/2024,02/13/2024,3209503020,,online,listing,online_cc,,,0,6413B8D910E80_15563
02/08/24,Light the Beam Holographic Die-cut Stickers - Sacramento Basketball,1,6.50,,,0.00,0.00,0.75,0,6.5,USD,3967331338,1363252265,02/08/2024,02/09/2024,3199136801,Sizes:3&quot; × 3&quot;,online,listing,online_cc,,,0,11035534965323231298
02/03/24,Mineral Wash Beam Team Social Club riff T-shirt for Sacramento Kings Fans,1,40.00,FINISHSTRONG,FINISHSTRONG - % off,4.00,4.80,0,0,40,USD,3960420646,1391474687,02/03/2024,02/07/2024,3202519386,"Colors:Mineral Black,Sizes:L",online,listing,online_cc,,,0,11543623797411353043
01/28/24,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,40.00,,,0.00,8.39,0,0,40,USD,3951721260,1386871859,01/28/2024,01/30/2024,3187094075,"Color:Black,Size:L",online,listing,online_cc,,,0,cc-541-4740-100701871-23089
01/26/24,Light the Beam Sacramento Basketball Tee - Baby Short Sleeve Onesie,1,18.00,,,0.00,0.00,4,0,18,USD,3949362399,1370083289,01/26/2024,01/28/2024,3193670722,"Colors:White,Sizes:NB (0-3M)",online,listing,online_cc,,,0,18893581516765714631
01/25/24,Light the Beam Fanny Pack - Sacramento Basketball Streetwear,1,20.00,,,0.00,0.00,5.39,0,20,USD,3946794944,1363544675,01/25/2024,01/27/2024,3192011766,,online,listing,online_cc,,,0,76828706842276497948
01/23/24,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,40.00,HOODIE,HOODIE - % off,16.00,0.00,8.39,0,40,USD,3945436815,1386871859,01/23/2024,01/24/2024,3190612868,"Color:Black,Size:XL",online,listing,online_cc,,,0,cc-541-4740-100701871-23090
01/23/24,Light the Beam Scented Candle -  Sacramento Basketball,1,14.99,,,0.00,0.00,7.29,0,14.99,USD,3945336063,1349246944,01/23/2024,01/25/2024,3181960969,,online,listing,online_cc,,,0,34976674295636878016
01/23/24,Light the Beam Can-shaped glass,1,15.00,BEAMTEAM,BEAMTEAM - % off,2.25,0.00,6.49,0,15,USD,3944715768,1516475652,01/23/2024,01/24/2024,3190396596,,online,listing,online_cc,,,0,64C00E93E3341_17354
01/21/24,Light the Beam Arena Design Hoodie Sweatshirt,1,42.00,,,0.00,8.39,0,0,42,USD,3942121739,1386873469,01/21/2024,01/21/2024,3188008026,"Color:Black,Size:2XL",online,listing,online_cc,,,0,cc-541-4740-100701873-23091
01/19/24,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,40.00,,,0.00,8.39,0,0,40,USD,3939049989,1386871859,01/19/2024,01/19/2024,3185614422,"Color:Black,Size:M",online,listing,online_cc,,,0,cc-541-4740-100701871-23088
01/16/24,Sacramento Basketball Sticker Pack,1,8.99,FINISHSTRONG,FINISHSTRONG - % off,0.90,0.00,4.79,0,8.99,USD,3935523800,1393807246,01/16/2024,01/18/2024,3183333190,"Sizes:6&quot; × 4&quot;,Types:White",online,listing,online_cc,,,0,10096956804691803561
01/13/24,Welcome to Hell  Mineral Wash Sacramento Basketball Tshirt featuring Sabonis,1,34.99,,,0.00,0.00,5.19,0,34.99,USD,3930447172,1432702507,01/13/2024,01/15/2024,3171138361,"Colors:Mineral Black,Sizes:L",online,listing,online_cc,,,0,12998726163207476101
01/09/24,Light the Beam Holographic Die-cut Stickers - Sacramento Basketball,1,3.00,,,0.00,0.00,0.75,0,3,USD,3926030797,1363252265,01/09/2024,01/11/2024,3175663752,Sizes:2.5&quot; x 2.5&quot;,online,listing,online_cc,,,0,11035534965323231269
01/07/24,Light the Beam Sacramento Basketball Tee,1,24.99,,,0.00,0.00,4.35,0,24.99,USD,3924247619,1349153380,01/07/2024,01/10/2024,3174295316,"Colors:Vintage Black,Sizes:M",online,listing,online_cc,,,0,11177477330863715167
12/29/23,Welcome to Hell - Sabonis - Vintage Style Sacramento Basketball Tshirt,1,29.99,KINGSFTW,KINGSFTW - % off,3.00,0.00,4.75,0,29.99,USD,3911581803,1432703027,12/29/2023,01/04/2024,3156618167,"Colors:Team Purple,Sizes:XL",online,listing,online_cc,,,0,22350699400120575258
12/29/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0.00,0.00,4.35,0,24.99,USD,3911158753,1349153380,12/29/2023,01/03/2024,3156319759,"Colors:White,Sizes:L",online,listing,online_cc,,,0,24228740559253296354
12/28/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0.00,0.00,4.35,0,24.99,USD,3910208498,1349153380,12/28/2023,12/30/2023,3164106614,"Colors:White,Sizes:L",online,listing,online_cc,,,0,24228740559253296354
12/27/23,Welcome to Hell - Sabonis - Vintage Style Sacramento Basketball Tshirt,1,29.99,,,0.00,9.69,0,0,29.99,USD,3909531853,1432703027,12/28/2023,12/29/2023,3162975870,"Colors:Vintage Black,Sizes:XL",online,listing,online_cc,,,0,11245403285747359788
12/27/23,Light the Beam Silver Metallic Mug  - Sacramento Basketball,1,14.99,,,0,0,0,0,14.99,USD,3908735210,1349272330,12/28/2023,12/29/2023,3162975870,,online,listing,online_cc,,,0,33713878940520816947
12/27/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0.00,0.00,4.35,0,24.99,USD,3908630895,1349153380,12/27/2023,12/29/2023,3162260142,"Colors:Vintage Black,Sizes:XL",online,listing,online_cc,,,0,70181299517326048018
12/25/23,KEEGAN MURRAY Sacramento Kings T-shirt for Basketball Fans,1,24.99,FINISHSTRONG,FINISHSTRONG - % off,2.50,0.00,4.35,0,24.99,USD,3906319296,1408007367,12/25/2023,12/27/2023,3161115408,"Colors:Black,Sizes:M",online,listing,online_cc,,,0,32261233375921380342
12/25/23,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,40.00,,,0.00,8.39,0,0,40,USD,3906892401,1386871859,12/25/2023,12/27/2023,3153146357,"Color:White,Size:XL",online,listing,online_cc,,,0,cc-541-4744-100701871-23186
12/23/23,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,40.00,,,0.00,8.39,0,0,40,USD,3903765820,1386871859,12/23/2023,12/23/2023,3151336689,"Color:Black,Size:L",online,listing,online_cc,,,0,cc-541-4740-100701871-23089
12/22/23,Light the Beam Beam Team Coffee Mug for Sacramento Basketball Fan,1,12.99,,,0.00,0.00,4.99,0,12.99,USD,3903226220,1392380451,12/22/2023,12/27/2023,3158622610,Color:Black,online,listing,online_cc,,,0,63C0A744EAF2F_11051
12/21/23,Light the Beam Metal License Plate Frame,1,18.00,FINISHSTRONG,FINISHSTRONG - % off,1.80,0.00,6.29,0,18,USD,3903253199,1567796922,12/21/2023,12/27/2023,3157961120,,online,listing,online_cc,,,0,27605739636631367679
12/21/23,Light the Beam Scented Candle -  Sacramento Basketball,1,14.99,,,0.00,0.00,7.29,0,14.99,USD,3902395525,1349246944,12/21/2023,12/21/2023,3149557817,,online,listing,online_cc,,,0,34976674295636878016
12/21/23,Sacramento Basketball- Light the Beam Sweatshirt - Beam Team,1,42.00,,,0.00,8.39,0,0,42,USD,3902381547,1380586661,12/21/2023,12/21/2023,3149546977,"Color:Black,Size:XL",online,listing,online_cc,,,0,cc-564-5007-100649445-24488
12/21/23,Light the Beam Metal License Plate Frame,1,18.00,FINISHSTRONG,FINISHSTRONG - % off,1.80,0.00,6.29,0,18,USD,3901375582,1567796922,12/21/2023,12/22/2023,3157143426,,online,listing,online_cc,,,0,27605739636631367679
12/20/23,Sacramento Basketball Sticker Pack,1,8.99,,,0.00,7.19,0,0,8.99,USD,3901177915,1393807246,12/20/2023,12/20/2023,3148579497,"Sizes:6&quot; × 4&quot;,Types:White",online,listing,online_cc,,,0,10096956804691803561
12/20/23,Welcome to Hell - Sabonis - Vintage Style Sacramento Basketball Tshirt,1,29.99,,,0,0,0,0,29.99,USD,3900331064,1432703027,12/20/2023,12/20/2023,3148579497,"Colors:Vintage Black,Sizes:L",online,listing,online_cc,,,0,78124615534348910983
12/18/23,Light the Beam Scented Candle -  Sacramento Basketball,1,14.99,,,0.00,0.00,7.29,0,14.99,USD,3898158362,1349246944,12/18/2023,12/19/2023,3154507326,,online,listing,online_cc,,,0,34976674295636878016
12/17/23,Light the Beam Metal License Plate Frame,1,18.00,,,0.00,0.00,6.29,0,18,USD,3897162473,1567796922,12/17/2023,12/21/2023,3153019564,,online,listing,online_cc,,,0,27605739636631367679
12/17/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0.00,9.49,0,0,24.99,USD,3895415392,1349153380,12/17/2023,12/18/2023,3144570549,"Colors:Vintage Black,Sizes:L",online,listing,online_cc,,,0,10487080458673013407
12/17/23,Light the Beam Scented Candle -  Sacramento Basketball,1,14.99,,,0,0,0,0,14.99,USD,3895415390,1349246944,12/17/2023,12/18/2023,3144570549,,online,listing,online_cc,,,0,34976674295636878016
12/17/23,Light the Beam Sacramento Basketball Women's Tie-Dye Crop Tee,1,29.99,,,0.00,0.00,5.19,0,29.99,USD,3896215123,1434851421,12/17/2023,12/22/2023,3144531715,"Colors:Lagoon,Sizes:L",online,listing,online_cc,,,0,21768366503841750208
12/17/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0.00,0.00,4.35,0,24.99,USD,3896213157,1349153380,12/17/2023,12/19/2023,3152253084,"Colors:Vintage Black,Sizes:L",online,listing,online_cc,,,0,10487080458673013407
12/17/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0.00,0.00,4.35,0,24.99,USD,3896150765,1349153380,12/17/2023,12/19/2023,3152202992,"Colors:Vintage Black,Sizes:XL",online,listing,online_cc,,,0,70181299517326048018
12/16/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0.00,0.00,4.35,0,24.99,USD,3894403075,1349153380,12/16/2023,12/18/2023,3150798068,"Colors:Vintage Black,Sizes:2XL",online,listing,online_cc,,,0,45770692946254450466
12/16/23,Beam Team Vanity Plate - Sacramento Basketball,1,14.99,,,0.00,0.00,5.79,0,14.99,USD,3893521306,1349572942,12/16/2023,12/20/2023,3143023547,,online,listing,online_cc,,,0,31175338745467720240
12/15/23,Light the Beam Sacramento Basketball Women's Tie-Dye Crop Tee,1,29.99,,,0.00,0.00,5.19,0,29.99,USD,3892905521,1434851421,12/15/2023,12/20/2023,3149598060,"Colors:Cotton Candy,Sizes:XS",online,listing,online_cc,,,0,91726033970368556066
12/15/23,Light the Beam Scented Candle -  Sacramento Basketball,1,14.99,,,0.00,0.00,7.29,0,14.99,USD,3892305739,1349246944,12/15/2023,12/15/2023,3141325983,,online,listing,online_cc,,,0,34976674295636878016
12/14/23,Light the Beam Metal License Plate Frame,1,18.00,,,0.00,0.00,6.29,0,18,USD,3889519764,1567796922,12/14/2023,12/19/2023,3147545942,,online,listing,online_cc,,,0,27605739636631367679
12/13/23,Light the Beam Scented Candle -  Sacramento Basketball,3,14.99,,,0.00,15.07,0,0,44.97,USD,3889608083,1349246944,12/13/2023,12/14/2023,3146989474,,online,listing,online_cc,,,0,34976674295636878016
12/13/23,Light the Beam Metal License Plate Frame,1,18.00,,,0.00,0.00,6.29,0,18,USD,3888066522,1567796922,12/13/2023,12/19/2023,3146390642,,online,listing,online_cc,,,0,27605739636631367679
12/13/23,Light the Beam Holographic Die-cut Stickers - Sacramento Basketball,3,3.00,,,0.00,0.00,1.25,0,9,USD,3887858708,1363252265,12/13/2023,12/13/2023,3146223920,Sizes:2.5&quot; x 2.5&quot;,online,listing,online_cc,,,0,11035534965323231269
12/13/23,Mineral Wash Beam Team Social Club riff T-shirt for Sacramento Kings Fans,1,40.00,FINISHSTRONG,FINISHSTRONG - % off,4.00,4.80,0,0,40,USD,3888034161,1391474687,12/13/2023,12/19/2023,3145768374,"Colors:Mineral Black,Sizes:L",online,listing,online_cc,,,0,11543623797411353043
12/13/23,Beam Team Snapback Hat,1,24.99,,,0.00,0.00,4.69,0,24.99,USD,3887250084,1426285858,12/13/2023,12/20/2023,3137753641,Color:Black,online,listing,online_cc,,,0,64139F8498F1A_4468
12/13/23,Light the Beam Sacramento Basketball Tee - Baby Short Sleeve Onesie,1,18.00,KINGSFTW,KINGSFTW - % off,7.30,9.39,0,0,18,USD,3887226140,1370083289,12/13/2023,12/18/2023,3145729956,"Colors:White,Sizes:24M",online,listing,online_cc,,,0,30911678276335630980
12/13/23,Light the Beam Sacramento Basketball Women's Tie-Dye Crop Tee,1,29.99,KINGSFTW,KINGSFTW - % off,0,0,0,0,29.99,USD,3887226138,1434851421,12/13/2023,12/18/2023,3145729956,"Colors:Cotton Candy,Sizes:XS",online,listing,online_cc,,,0,91726033970368556066
12/13/23,Light the Beam Sacramento Basketball Tee,1,24.99,KINGSFTW,KINGSFTW - % off,0,0,0,0,24.99,USD,3887226136,1349153380,12/13/2023,12/18/2023,3145729956,"Colors:Vintage Black,Sizes:M",online,listing,online_cc,,,0,11177477330863715167
12/13/23,Beam Team Dad hat,1,24.99,,,0.00,0.00,4.69,0,24.99,USD,3887687399,1440500441,12/13/2023,12/20/2023,3145504270,Color:Light Blue,online,listing,online_cc,,,0,6413A0E6093F0_7856
12/13/23,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,40.00,,,0.00,8.39,0,0,40,USD,3886677842,1386871859,12/13/2023,12/14/2023,3145299244,"Color:Black,Size:L",online,listing,online_cc,,,0,cc-541-4740-100701871-23089
12/12/23,Light the Beam Sacramento Basketball Women's Tie-Dye Crop Tee,1,29.99,,,0.00,0.00,5.19,0,29.99,USD,3886956013,1434851421,12/12/2023,12/18/2023,3136871649,"Colors:Cotton Candy,Sizes:S",online,listing,online_cc,,,0,14814661807617792541
12/12/23,Light the Beam Metal License Plate Frame,1,18.00,,,0.00,0.00,6.29,0,18,USD,3885936120,1567796922,12/12/2023,12/18/2023,3136621349,,online,listing,online_cc,,,0,27605739636631367679
12/12/23,Light The Beam Crown Die Cut Sticker,1,6.50,,,0.00,0.00,3.99,0,6.5,USD,3885121523,1608707534,12/12/2023,12/13/2023,3135346089,Size:5.5″×5.5″,online,listing,online_cc,,,0,6567BA43C16EE_10165
12/11/23,Light the Beam Wall Flag for Sacramento Basketball Fans,1,29.99,,,0.00,0.00,4.69,0,29.99,USD,3882692821,1410876038,12/11/2023,12/19/2023,3141607006,,online,listing,online_cc,,,0,63F91D1276FB0_12584
12/10/23,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,40.00,,,0.00,10.78,0,0,40,USD,3879993109,1386871859,12/10/2023,12/11/2023,3131113313,"Color:Black,Size:S",online,listing,online_cc,,,0,cc-541-4740-100701871-23087
12/10/23,Light the Beam Fanny Pack - Sacramento Basketball Streetwear,1,20.00,,,0,0,0,0,20,USD,3879993107,1363544675,12/10/2023,12/11/2023,3131113313,,online,listing,online_cc,,,0,76828706842276497948
12/10/23,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,40.00,,,0.00,8.39,0,0,40,USD,3879300573,1386871859,12/10/2023,12/10/2023,3138936142,"Color:Black,Size:L",online,listing,online_cc,,,0,cc-541-4740-100701871-23089
12/09/23,Light the Beam Metal License Plate Frame,1,18.00,,,0.00,0.00,6.29,0,18,USD,3878665279,1567796922,12/09/2023,12/17/2023,3138432684,,online,listing,online_cc,,,0,27605739636631367679
12/09/23,Light the Beam Metal License Plate Frame,1,18.00,,,0.00,0.00,6.29,0,18,USD,3877681924,1567796922,12/09/2023,12/14/2023,3138086390,,online,listing,online_cc,,,0,27605739636631367679
12/09/23,Light the Beam Wall Flag for Sacramento Basketball Fans,1,29.99,,,0.00,0.00,4.69,0,29.99,USD,3877178363,1410876038,12/09/2023,12/13/2023,3137262170,,online,listing,online_cc,,,0,63F91D1276FB0_12584
12/09/23,Light the Beam Metal License Plate Frame,2,18.00,,,0.00,7.48,0,0,36,USD,3877060909,1567796922,12/09/2023,12/14/2023,3128723195,,online,listing,online_cc,,,0,27605739636631367679
12/08/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0.00,0.00,4.35,0,24.99,USD,3875692302,1349153380,12/08/2023,12/12/2023,3128055251,"Colors:Vintage Black,Sizes:3XL",online,listing,online_cc,,,0,16597892043719631211
12/08/23,KEEGAN MURRAY Sacramento Kings T-shirt for Basketball Fans,1,24.99,,,0.00,9.54,0,0,24.99,USD,3875955793,1408007367,12/08/2023,12/11/2023,3136245962,"Colors:Black,Sizes:L",online,listing,online_cc,,,0,27025763682214343757
12/08/23,Light The Beam Crown Die Cut Sticker,1,5.50,,,0,0,0,0,5.5,USD,3875403568,1608707534,12/08/2023,12/11/2023,3136245962,Size:4″×4″,online,listing,online_cc,,,0,6567BA43C16EE_10164
12/08/23,Light the Beam Scented Candle -  Sacramento Basketball,1,14.99,,,0,0,0,0,14.99,USD,3875403564,1349246944,12/08/2023,12/11/2023,3136245962,,online,listing,online_cc,,,0,34976674295636878016
12/08/23,Light the Beam Text Wall Flag for Sacramento Basketball Fans,1,29.99,,,0.00,0.00,4.69,0,29.99,USD,3875875597,1410885998,12/08/2023,12/13/2023,3136178876,,online,listing,online_cc,,,0,63F9202C98B99_12584
12/08/23,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,40.00,,,0.00,8.39,0,0,40,USD,3875375417,1386871859,12/08/2023,12/10/2023,3127362341,"Color:Black,Size:S",online,listing,online_cc,,,0,cc-541-4740-100701871-23087
12/08/23,Light the Beam Metal License Plate Frame,1,18.00,,,0.00,0.00,6.29,0,18,USD,3874499892,1567796922,12/08/2023,12/14/2023,3127097673,,online,listing,online_cc,,,0,27605739636631367679
12/07/23,Light the Beam Sacramento Basketball Tee,1,24.99,BEAMTEAM,BEAMTEAM - % off,12.90,10.55,0,0,24.99,USD,3872608628,1349153380,12/07/2023,12/10/2023,3133989058,"Colors:Vintage Black,Sizes:XL",online,listing,online_cc,,,0,70181299517326048018
12/07/23,Light the Beam Sacramento Basketball Tee - Baby Short Sleeve Onesie,1,18.00,BEAMTEAM,BEAMTEAM - % off,0,0,0,0,18,USD,3872608624,1370083289,12/07/2023,12/10/2023,3133989058,"Colors:White,Sizes:NB (0-3M)",online,listing,online_cc,,,0,18893581516765714631
12/07/23,Light the Beam Sacramento Basketball Tee - Baby Short Sleeve Onesie,1,18.00,BEAMTEAM,BEAMTEAM - % off,0,0,0,0,18,USD,3872608622,1370083289,12/07/2023,12/10/2023,3133989058,"Colors:Grey,Sizes:3-6M",online,listing,online_cc,,,0,17413745005793785694
12/07/23,Light the Beam Retro Stripes Sacramento Basketball Tee,1,24.99,BEAMTEAM,BEAMTEAM - % off,0,0,0,0,24.99,USD,3872608618,1372723645,12/07/2023,12/10/2023,3133989058,"Colors:Team Purple,Sizes:M",online,listing,online_cc,,,0,12257358500676232002
12/07/23,Light the Beam Metal License Plate Frame,2,18.00,,,0.00,7.48,0,0,36,USD,3871986671,1567796922,12/07/2023,12/14/2023,3124605503,,online,listing,online_cc,,,0,27605739636631367679
12/07/23,Light the Beam Silver Metallic Mug  - Sacramento Basketball,1,14.99,,,0.00,0.00,7.29,0,14.99,USD,3871448807,1349272330,12/07/2023,12/13/2023,3124177581,,online,listing,online_cc,,,0,33713878940520816947
12/06/23,Light The Beam Crown Die Cut Sticker,1,5.50,,,0.00,0.00,3.99,0,5.5,USD,3871187163,1608707534,12/06/2023,12/08/2023,3123964825,Size:4″×4″,online,listing,online_cc,,,0,6567BA43C16EE_10164
12/06/23,Light the Beam Metal License Plate Frame,3,18.00,FINISHSTRONG,FINISHSTRONG - % off,5.40,8.67,0,0,54,USD,3869220669,1567796922,12/06/2023,12/14/2023,3122368703,,online,listing,online_cc,,,0,27605739636631367679
12/05/23,Light the Beam Sacramento Basketball Tee,1,24.99,FINISHSTRONG,FINISHSTRONG - % off,7.80,10.73,0,0,24.99,USD,3868232145,1349153380,12/05/2023,12/07/2023,3130082424,"Colors:Vintage Black,Sizes:M",online,listing,online_cc,,,0,11177477330863715167
12/05/23,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,40.00,FINISHSTRONG,FINISHSTRONG - % off,0,0,0,0,40,USD,3867743884,1386871859,12/05/2023,12/07/2023,3130082424,"Color:Black,Size:L",online,listing,online_cc,,,0,cc-541-4740-100701871-23089
12/05/23,Light the Beam Retro Stripes Sacramento Basketball Holographic Die-cut Sticker,2,6.50,FINISHSTRONG,FINISHSTRONG - % off,0,0,0,0,13,USD,3867743882,1373427587,12/05/2023,12/07/2023,3130082424,Sizes:3&quot; × 3&quot;,online,listing,online_cc,,,0,15409398041834186687
12/05/23,Light the Beam Silver Metallic Mug  - Sacramento Basketball,1,14.99,,,0.00,9.49,0,0,14.99,USD,3867664263,1349272330,12/05/2023,12/07/2023,3129629632,,online,listing,online_cc,,,0,33713878940520816947
12/05/23,Light the Beam Women’s crop top,1,25.00,,,0,0,0,0,25,USD,3867187074,1576000452,12/05/2023,12/07/2023,3129629632,"Color:Black,Women's clothing size:M US women&#039;s letter",online,listing,online_cc,,,0,652F19E341D62_16096
12/05/23,Sacramento Basketball - Light the Beam Tshirt - Beam Team,1,24.99,,,0.00,0.00,4.35,0,24.99,USD,3867029340,1362831127,12/05/2023,12/08/2023,3129500340,"Colors:Black,Sizes:XL",online,listing,online_cc,,,0,33666437617066463745
12/03/23,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,40.00,,,0.00,8.39,0,0,40,USD,3861833704,1386871859,12/03/2023,12/05/2023,3125333460,"Color:Black,Size:M",online,listing,online_cc,,,0,cc-541-4740-100701871-23088
12/03/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0.00,6.55,0,0,24.99,USD,3862252969,1349153380,12/03/2023,12/06/2023,3116747349,"Colors:Vintage Black,Sizes:M",online,listing,online_cc,,,0,11177477330863715167
12/03/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0,0,0,0,24.99,USD,3861827276,1349153380,12/03/2023,12/06/2023,3116747349,"Colors:White,Sizes:XS",online,listing,online_cc,,,0,19436517329208380830
12/03/23,Light the Beam Sacramento Basketball Tee Women's Flowy Cropped Tee,1,25.00,,,0.00,0.00,4.8,0,25,USD,3861501223,1370067167,12/03/2023,12/09/2023,3116141329,"Colors:Black,Sizes:S",online,listing,online_cc,,,0,12575697729601309187
12/03/23,Beam Team Snapback Hat,1,24.99,,,0.00,0.00,4.69,0,24.99,USD,3860204104,1426285858,12/03/2023,12/09/2023,3115416047,Color:Charcoal gray,online,listing,online_cc,,,0,64139F8498F1A_4474
12/03/23,Light the Beam Scented Candle -  Sacramento Basketball,2,14.99,,,0.00,0.00,11.18,0,29.98,USD,3859970768,1349246944,12/03/2023,12/04/2023,3115242289,,online,listing,online_cc,,,0,34976674295636878016
12/03/23,Light the Beam Long Sleeve Unisex Tshirt for Sacramento Kings Fan,1,30.00,FINISHSTRONG,FINISHSTRONG - % off,3.00,0.00,4.35,0,30,USD,3860082647,1372856162,12/03/2023,12/07/2023,3123611324,"Sizes:M,Colors:Black",online,listing,online_cc,,,0,70919298342304375951
12/02/23,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,40.00,,,0.00,8.39,0,0,40,USD,3858709782,1386871859,12/02/2023,12/04/2023,3114226747,"Color:Black,Size:L",online,listing,online_cc,,,0,cc-541-4740-100701871-23089
12/02/23,Light the Beam Sacramento Basketball Tee,1,24.99,FINISHSTRONG,FINISHSTRONG - % off,2.50,0.00,4.35,0,24.99,USD,3857646628,1349153380,12/02/2023,12/06/2023,3113361595,"Colors:Vintage Black,Sizes:XL",online,listing,online_cc,,,0,70181299517326048018
12/01/23,Light the Beam Text Wall Flag for Sacramento Basketball Fans,1,29.99,,,0.00,0.00,4.69,0,29.99,USD,3855736628,1410885998,12/01/2023,12/06/2023,3120484550,,online,listing,online_cc,,,0,63F9202C98B99_12584
12/01/23,Light the Beam Scented Candle -  Sacramento Basketball,1,14.99,,,0.00,0.00,7.29,0,14.99,USD,3854608113,1349246944,12/01/2023,12/04/2023,3110632001,,online,listing,online_cc,,,0,34976674295636878016
11/30/23,Light the Beam Scented Candle -  Sacramento Basketball,1,14.99,,,0.00,0.00,7.29,0,14.99,USD,3853103263,1349246944,11/30/2023,12/04/2023,3118128214,,online,listing,online_cc,,,0,34976674295636878016
11/30/23,Light the Beam Holographic Die-cut Stickers - Sacramento Basketball,1,4.00,CYBERDEALS2023,CYBERDEALS2023 - % off,0.60,0.00,0.75,0,4,USD,3852172673,1363252265,11/30/2023,11/30/2023,3108696251,Sizes:2.5&quot; x 2.5&quot;,online,listing,online_cc,,,0,11035534965323231269
11/30/23,Light the Beam Scented Candle -  Sacramento Basketball,1,14.99,CYBERDEALS2023,CYBERDEALS2023 - % off,2.25,0.00,7.29,0,14.99,USD,3852092353,1349246944,11/30/2023,12/01/2023,3108634395,,online,listing,online_cc,,,0,34976674295636878016
11/30/23,Beam Team Snapback Hat,1,24.99,CYBERDEALS2023,CYBERDEALS2023 - % off,3.75,0.00,4.69,0,24.99,USD,3851449880,1426285858,11/30/2023,12/06/2023,3108381739,Color:Purple / Black / Black,online,listing,online_cc,,,0,64139F8498F1A_4482
11/29/23,Light the Beam Sticker,1,5.00,CYBERDEALS2023,CYBERDEALS2023 - % off,0.75,0.00,3.99,0,5,USD,3851068816,1569423187,11/29/2023,12/01/2023,3108074085,Size:3x3,online,listing,online_cc,,,0,65087FCC206F8_10163
11/29/23,Light the Beam Crown Sacramento Kings Die-Cut Sticker,1,6.00,CYBERDEALS2023,CYBERDEALS2023 - % off,0.90,0.00,4.49,0,6,USD,3851062850,1396723579,11/29/2023,12/01/2023,3116773684,Sticker sizes:4&quot; × 4&quot;,online,listing,online_cc,,,0,11025787348605387275
11/29/23,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,40.00,CYBERDEALS2023;CYBERDEALS2023,CYBERDEALS2023 - % off;CYBERDEALS2023 - % off,6.60,8.64,0,0,40,USD,3851328863,1386871859,11/29/2023,11/29/2023,3116734978,"Color:Black,Size:L",online,listing,online_cc,,,0,cc-541-4740-100701871-23089
