Sale Date,Item Name,Quantity,Price,Coupon Code,Coupon Details,Discount Amount,Shipping Discount,Order Shipping,Order Sales Tax,Item Total,Currency,Transaction ID,Listing ID,Date Paid,Date Shipped,Order ID,Variations,Order Type,Listings Type,Payment Type,InPerson Discount,InPerson Location,VAT Paid by Buyer,SKU
11/29/23,Light the Beam Holographic Die-cut Stickers - Sacramento Basketball,1,4.00,CYBERDEALS2023;CYBERDEALS2023,CYBERDEALS2023 - % off;CYBERDEALS2023 - % off,0,0,0,0,4,USD,3851328859,1363252265,11/29/2023,11/29/2023,3116734978,Sizes:2.5&quot; x 2.5&quot;,online,listing,online_cc,,,0,11035534965323231269
11/29/23,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,42.00,CYBERDEALS2023,CYBERDEALS2023 - % off,6.30,8.39,0,0,42,USD,3849790973,1386871859,11/29/2023,11/30/2023,3106808649,"Color:Black,Size:2XL",online,listing,online_cc,,,0,cc-541-4740-100701871-23091
11/28/23,Light the Beam Sticker,1,5.00,CYBERDEALS2023,CYBERDEALS2023 - % off,0.75,0.00,3.99,0,5,USD,3848805753,1569423187,11/28/2023,11/30/2023,3114795214,Size:3x3,online,listing,online_cc,,,0,65087FCC206F8_10163
11/28/23,Beam Team Social Club riff Hoodie for Sacramento Kings Fans,1,50.00,CYBERDEALS2023,CYBERDEALS2023 - % off,7.50,8.39,0,0,50,USD,3848483454,1391468909,11/28/2023,11/29/2023,3106001267,"Color:Black,Size:XL",online,listing,online_cc,,,0,cc-541-4740-100740730-23090
11/28/23,Light the Beam Scented Candle -  Sacramento Basketball,1,14.99,CYBERDEALS2023,CYBERDEALS2023 - % off,2.25,10.89,0,0,14.99,USD,3847953647,1349246944,11/28/2023,11/30/2023,3114135238,,online,listing,online_cc,,,0,34976674295636878016
11/28/23,Light the Beam Flag  - Sacramento Basketball,1,35.00,CYBERDEALS2023,CYBERDEALS2023 - % off,0,0,0,0,35,USD,3847953645,1363222999,11/28/2023,11/30/2023,3114135238,,online,listing,online_cc,,,0,18724774969046067448
11/27/23,Light the Beam Wall Flag for Sacramento Basketball Fans,1,29.99,CYBERDEALS2023;CYBERDEALS2023,CYBERDEALS2023 - % off;CYBERDEALS2023 - % off,7.20,8.49,0,0,29.99,USD,3844429091,1410876038,11/27/2023,12/02/2023,3102645637,,online,listing,online_cc,,,0,63F91D1276FB0_12584
11/27/23,Light the Beam Metal License Plate Frame,1,18.00,CYBERDEALS2023;CYBERDEALS2023,CYBERDEALS2023 - % off;CYBERDEALS2023 - % off,0,0,0,0,18,USD,3844231822,1567796922,11/27/2023,12/02/2023,3102645637,,online,listing,online_cc,,,0,27605739636631367679
11/27/23,Mineral Wash Beam Team Social Club riff T-shirt for Sacramento Kings Fans,1,40.00,CYBERDEALS2023,CYBERDEALS2023 - % off,6.00,0.00,4.8,0,40,USD,3842289312,1391474687,11/27/2023,12/01/2023,3110079318,"Colors:Mineral Black,Sizes:L",online,listing,online_cc,,,0,11543623797411353043
11/26/23,Light the Beam Metal License Plate Frame,1,18.00,CYBERDEALS2023,CYBERDEALS2023 - % off,2.70,0.00,6.29,0,18,USD,3841531296,1567796922,11/26/2023,12/03/2023,3100561249,,online,listing,online_cc,,,0,27605739636631367679
11/26/23,Light the Beam Metal License Plate Frame,1,18.00,CYBERDEALS2023,CYBERDEALS2023 - % off,2.70,0.00,6.29,0,18,USD,3839736033,1567796922,11/26/2023,12/03/2023,3099031931,,online,listing,online_cc,,,0,27605739636631367679
11/25/23,Light the Beam Sacramento Basketball Tee,1,24.99,CYBERDEALS2023,CYBERDEALS2023 - % off,3.75,0.00,4.35,0,24.99,USD,3838256015,1349153380,11/25/2023,11/27/2023,3097896567,"Colors:Black,Sizes:XL",online,listing,online_cc,,,0,11044469595546600217
11/25/23,Beam Team Social Club riff Hoodie for Sacramento Kings Fans,1,50.00,CYBERDEALS2023;CYBERDEALS2023,CYBERDEALS2023 - % off;CYBERDEALS2023 - % off,12.75,10.58,0,0,50,USD,3838052563,1391468909,11/25/2023,11/27/2023,3106779048,"Color:Black,Size:L",online,listing,online_cc,,,0,cc-541-4740-100740730-23089
11/25/23,Welcome to Hell  Mineral Wash Sacramento Basketball Tshirt featuring Sabonis,1,34.99,CYBERDEALS2023;CYBERDEALS2023,CYBERDEALS2023 - % off;CYBERDEALS2023 - % off,0,0,0,0,34.99,USD,3837922418,1432702507,11/25/2023,11/27/2023,3106779048,"Colors:Mineral Purple,Sizes:L",online,listing,online_cc,,,0,69736574661323203107
11/25/23,Light the Beam Arena Design Hoodie Sweatshirt,1,40.00,CYBERDEALS2023,CYBERDEALS2023 - % off,6.00,0.00,8.39,0,40,USD,3837064917,1386873469,11/25/2023,11/26/2023,3096990115,"Color:White,Size:L",online,listing,online_cc,,,0,cc-541-4744-100701873-23185
11/25/23,Sacramento Basketball Sticker Pack,1,8.99,CYBERDEALS2023,CYBERDEALS2023 - % off,1.35,0.00,4.79,0,8.99,USD,3836157016,1393807246,11/25/2023,11/28/2023,3096394965,"Sizes:6&quot; × 4&quot;,Types:White",online,listing,online_cc,,,0,10096956804691803561
11/24/23,Beam Team Metal License Plate Frame,1,18.00,CYBERDEALS2023,CYBERDEALS2023 - % off,2.70,0.00,6.29,0,18,USD,3835475953,1581983273,11/24/2023,11/29/2023,3095790003,,online,listing,online_cc,,,0,15576348338332999190
11/24/23,Light the Beam Crown Sacramento Kings Die-Cut Sticker,2,5.00,CYBERDEALS2023,CYBERDEALS2023 - % off,1.50,0.00,4.56,0,10,USD,3835398291,1396723579,11/24/2023,11/28/2023,3095730895,Sticker sizes:3&quot; × 3&quot;,online,listing,online_cc,,,0,21795431314082529430
11/23/23,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,40.00,CYBERDEALS2023;CYBERDEALS2023,CYBERDEALS2023 - % off;CYBERDEALS2023 - % off,8.25,12.58,0,0,40,USD,3832135296,1386871859,11/23/2023,11/25/2023,3102415418,"Color:Ash,Size:M",online,listing,online_cc,,,0,cc-541-4748-100701871-23072
11/23/23,Beam Team Vanity Plate - Sacramento Basketball,1,14.99,CYBERDEALS2023;CYBERDEALS2023,CYBERDEALS2023 - % off;CYBERDEALS2023 - % off,0,0,0,0,14.99,USD,3832135294,1349572942,11/23/2023,11/25/2023,3102415418,,online,listing,online_cc,,,0,31175338745467720240
11/21/23,Light the Beam Metal License Plate Frame,1,18.00,CYBERDEALS2023,CYBERDEALS2023 - % off,2.70,0.00,6.29,0,18,USD,3828810801,1567796922,11/21/2023,11/25/2023,3099818174,,online,listing,online_cc,,,0,27605739636631367679
11/21/23,Light the Beam Scented Candle -  Sacramento Basketball,1,14.99,CYBERDEALS2023,CYBERDEALS2023 - % off,2.25,0.00,7.29,0,14.99,USD,3828760739,1349246944,11/21/2023,11/24/2023,3099779406,,online,listing,online_cc,,,0,34976674295636878016
11/21/23,"Light The Beam Tote Bag, Sacramento Basketball, Beam Team",1,15.00,CYBERDEALS2023;CYBERDEALS2023,CYBERDEALS2023 - % off;CYBERDEALS2023 - % off,4.20,0.00,7.98,0,15,USD,3827323947,1366592818,11/21/2023,11/24/2023,3098674372,Size:Small,online,listing,online_cc,,,0,31227392266486884094
11/21/23,Light the Beam Beam Team Coffee Mug for Sacramento Basketball Fan,1,12.99,CYBERDEALS2023;CYBERDEALS2023,CYBERDEALS2023 - % off;CYBERDEALS2023 - % off,0,0,0,0,12.99,USD,3827323945,1392380451,11/21/2023,11/24/2023,3098674372,Color:Black,online,listing,online_cc,,,0,63C0A744EAF2F_11051
11/20/23,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,40.00,CYBERDEALS2023;CYBERDEALS2023,CYBERDEALS2023 - % off;CYBERDEALS2023 - % off,6.75,8.46,0,0,40,USD,3825571736,1386871859,11/20/2023,11/21/2023,3088187337,"Color:Black,Size:S",online,listing,online_cc,,,0,cc-541-4740-100701871-23087
11/20/23,Light the Beam Crown Sacramento Kings Die-Cut Sticker,1,5.00,CYBERDEALS2023;CYBERDEALS2023,CYBERDEALS2023 - % off;CYBERDEALS2023 - % off,0,0,0,0,5,USD,3825571734,1396723579,11/20/2023,11/21/2023,3088187337,Sticker sizes:3&quot; × 3&quot;,online,listing,online_cc,,,0,21795431314082529430
11/20/23,Beam Team Social Club riff Hoodie for Sacramento Kings Fans,1,50.00,EARLYDEALS2023,EARLYDEALS2023 - % off,7.50,8.39,0,0,50,USD,3825052590,1391468909,11/20/2023,11/21/2023,3087800629,"Color:Black,Size:M",online,listing,online_cc,,,0,cc-541-4740-100740730-23088
11/20/23,Light the Beam Sacramento Basketball Tee,1,24.99,EARLYDEALS2023,EARLYDEALS2023 - % off,3.75,0.00,4.35,0,24.99,USD,3824958023,1349153380,11/20/2023,11/22/2023,3096852104,"Colors:Black,Sizes:3XL",online,listing,online_cc,,,0,25879366650196124968
11/19/23,Light the Beam Scented Candle -  Sacramento Basketball,1,14.99,EARLYDEALS2023,EARLYDEALS2023 - % off,2.25,0.00,7.29,0,14.99,USD,3824048275,1349246944,11/19/2023,11/21/2023,3087010413,,online,listing,online_cc,,,0,34976674295636878016
11/19/23,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,43.00,EARLYDEALS2023,EARLYDEALS2023 - % off,6.45,8.39,0,0,43,USD,3822826576,1386871859,11/19/2023,11/20/2023,3095228200,"Color:Black,Size:3XL",online,listing,online_cc,,,0,cc-541-4740-100701871-23092
11/18/23,Light the Beam Scented Candle -  Sacramento Basketball,1,14.99,EARLYDEALS2023,EARLYDEALS2023 - % off,2.25,0.00,7.29,0,14.99,USD,3820510611,1349246944,11/18/2023,11/20/2023,3093440708,,online,listing,online_cc,,,0,34976674295636878016
11/17/23,KEEGAN MURRAY Sacramento Kings T-shirt for Basketball Fans,1,24.99,EARLYDEALS2023,EARLYDEALS2023 - % off,3.75,0.00,4.35,0,24.99,USD,3819684161,1408007367,11/17/2023,11/22/2023,3083658429,"Colors:White,Sizes:L",online,listing,online_cc,,,0,29211132777650216110
11/16/23,Light the Beam Crown Sacramento Kings Die-Cut Sticker,1,5.00,EARLYDEALS2023,EARLYDEALS2023 - % off,0.75,0.00,4.49,0,5,USD,3818175137,1396723579,11/16/2023,11/20/2023,3091617028,Sticker sizes:3&quot; × 3&quot;,online,listing,online_cc,,,0,21795431314082529430
11/16/23,Welcome to Hell - Sabonis - Vintage Style Sacramento Basketball Tshirt,1,29.99,EARLYDEALS2023,EARLYDEALS2023 - % off,4.50,0.00,4.75,0,29.99,USD,3817653369,1432703027,11/16/2023,11/18/2023,3091206208,"Colors:White,Sizes:L",online,listing,online_cc,,,0,18107428480853129074
11/16/23,Light the Beam Metal License Plate Frame,1,18.00,EARLYDEALS2023,EARLYDEALS2023 - % off,2.70,0.00,6.29,0,18,USD,3816654713,1567796922,11/16/2023,11/19/2023,3090429232,,online,listing,online_cc,,,0,27605739636631367679
11/12/23,Light the Beam Arena Design Hoodie Sweatshirt,1,40.00,EARLYDEALS2023;EARLYDEALS2023,EARLYDEALS2023 - % off;EARLYDEALS2023 - % off,18.00,13.39,0,0,40,USD,3808608548,1386873469,11/12/2023,11/13/2023,3075441781,"Color:Black,Size:M",online,listing,online_cc,,,0,cc-541-4740-100701873-23088
11/12/23,Light the Beam Arena Design Hoodie Sweatshirt,2,40.00,EARLYDEALS2023;EARLYDEALS2023,EARLYDEALS2023 - % off;EARLYDEALS2023 - % off,0,0,0,0,80,USD,3808608546,1386873469,11/12/2023,11/13/2023,3075441781,"Color:Black,Size:L",online,listing,online_cc,,,0,cc-541-4740-100701873-23089
11/11/23,Light the Beam Sacramento Basketball Tee Women's Flowy Cropped Tee,1,25.00,EARLYDEALS2023,EARLYDEALS2023 - % off,3.75,0.00,4.8,0,25,USD,3806923228,1370067167,11/11/2023,11/14/2023,3074191237,"Colors:Black,Sizes:S",online,listing,online_cc,,,0,12575697729601309187
11/07/23,Light the Beam Sacramento Basketball Tee,1,24.99,EARLYDEALS2023,EARLYDEALS2023 - % off,3.75,0.00,4.35,0,24.99,USD,3801055747,1349153380,11/07/2023,11/09/2023,3069650969,"Colors:White,Sizes:M",online,listing,online_cc,,,0,23714768862209747074
11/07/23,Beam Team Snapback Hat,1,24.99,EARLYDEALS2023,EARLYDEALS2023 - % off,3.75,0.00,4.69,0,24.99,USD,3800563644,1426285858,11/07/2023,11/15/2023,3078044116,Color:Purple / Black / Black,online,listing,online_cc,,,0,64139F8498F1A_4482
11/05/23,Light the Beam Sacramento Basketball Tee,1,24.99,EARLYDEALS2023,EARLYDEALS2023 - % off,3.75,0.00,4.35,0,24.99,USD,3797543911,1349153380,11/05/2023,11/07/2023,3067020679,"Colors:Black,Sizes:L",online,listing,online_cc,,,0,32769501973360064612
11/05/23,Light the Beam Crown Sacramento Kings Die-Cut Sticker,1,5.00,EARLYDEALS2023,EARLYDEALS2023 - % off,0.75,0.00,4.49,0,5,USD,3796960379,1396723579,11/05/2023,11/07/2023,3075077530,Sticker sizes:3&quot; × 3&quot;,online,listing,online_cc,,,0,21795431314082529430
11/04/23,Light the Beam Metal License Plate Frame,1,18.00,EARLYDEALS2023,EARLYDEALS2023 - % off,2.70,0.00,6.29,0,18,USD,3794921258,1567796922,11/04/2023,11/08/2023,3073745184,,online,listing,online_cc,,,0,27605739636631367679
11/03/23,Sacramento Basketball - Light the Beam Tshirt - Beam Team,1,24.99,148E332684FBD5FFC250,148E332684FBD5FFC250 - % off,14.99,0.00,6.55,0,24.99,USD,3793673199,1362831127,11/03/2023,11/06/2023,3064114665,"Colors:Vintage Black,Sizes:M",online,listing,online_cc,,,0,19180578649625598796
11/03/23,Sacramento Basketball - Light the Beam Tshirt - Beam Team,1,24.99,148E332684FBD5FFC250,148E332684FBD5FFC250 - % off,0,0,0,0,24.99,USD,3793364900,1362831127,11/03/2023,11/06/2023,3064114665,"Colors:Vintage Black,Sizes:XL",online,listing,online_cc,,,0,33143032054511469936
11/03/23,Light the Beam Metal License Plate Frame,1,18.00,EARLYDEALS2023,EARLYDEALS2023 - % off,2.70,0.00,6.29,0,18,USD,3792522538,1567796922,11/03/2023,11/09/2023,3071921934,,online,listing,online_cc,,,0,27605739636631367679
10/31/23,Light the Beam Metal License Plate Frame,2,18.00,EARLYDEALS2023,EARLYDEALS2023 - % off,5.40,0.00,7.48,0,36,USD,3788236555,1567796922,10/31/2023,11/07/2023,3059987489,,online,listing,online_cc,,,0,27605739636631367679
10/28/23,Sacramento Basketball Sticker Pack,1,8.99,EARLYDEALS2023,EARLYDEALS2023 - % off,1.35,0.00,4.79,0,8.99,USD,3784231823,1393807246,10/28/2023,10/30/2023,3065231442,"Sizes:6&quot; × 4&quot;,Types:Holographic",online,listing,online_cc,,,0,25335712445310287152
10/25/23,Sacramento Basketball - Light the Beam Kids Tshirt - Beam Team,1,19.99,EARLYDEALS2023;EARLYDEALS2023,EARLYDEALS2023 - % off;EARLYDEALS2023 - % off,6.00,0.00,7.08,0,19.99,USD,3779969172,1402114902,10/25/2023,10/27/2023,3062279456,"Colors:Black,Sizes:XL",online,listing,online_cc,,,0,28094016595418053622
10/25/23,Sacramento Basketball - Light the Beam Kids Tshirt - Beam Team,1,19.99,EARLYDEALS2023;EARLYDEALS2023,EARLYDEALS2023 - % off;EARLYDEALS2023 - % off,0,0,0,0,19.99,USD,3779969170,1402114902,10/25/2023,10/27/2023,3062279456,"Colors:Black,Sizes:M",online,listing,online_cc,,,0,25700657875595074003
10/24/23,Light the Beam Metal License Plate Frame,1,18.00,EARLYDEALS2023,EARLYDEALS2023 - % off,2.70,0.00,6.29,0,18,USD,3778448169,1567796922,10/24/2023,10/27/2023,3060548134,,online,listing,online_cc,,,0,27605739636631367679
10/23/23,Light the Beam Crown Unisex Mineral Wash T-Shirt for Sacramento Basketball Fans,1,28.00,,,0.00,7.39,0,0,28,USD,3776827517,1434855405,10/23/2023,10/25/2023,3059232274,"Colors:Mineral Purple,Sizes:L",online,listing,online_cc,,,0,10770746007337034533
10/23/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0,0,0,0,24.99,USD,3776071626,1349153380,10/23/2023,10/25/2023,3059232274,"Colors:Black Heather,Sizes:L",online,listing,online_cc,,,0,20478437459950384665
10/15/23,Light the Beam Scented Candle -  Sacramento Basketball,1,14.99,,,0.00,0.00,7.29,0,14.99,USD,3764675686,1349246944,10/15/2023,10/16/2023,3043226269,,online,listing,online_cc,,,0,34976674295636878016
10/12/23,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,40.00,,,0.00,8.39,0,0,40,USD,3761614555,1386871859,10/12/2023,10/13/2023,3047218182,"Color:White,Size:M",online,listing,online_cc,,,0,cc-541-4744-100701871-23184
10/08/23,Light the Beam Sacramento Basketball Tee - Baby Short Sleeve Onesie,1,18.00,FINISHSTRONG,FINISHSTRONG - % off,1.80,0.00,4,0,18,USD,3755001200,1370083289,10/08/2023,10/12/2023,3036103771,"Colors:Grey,Sizes:6-9M",online,listing,online_cc,,,0,29565353925759891642
10/04/23,Light the Beam Sacramento Basketball Tee,1,24.99,FINISHSTRONG,FINISHSTRONG - % off,2.50,0.00,4.35,0,24.99,USD,3749599893,1349153380,10/04/2023,10/05/2023,3038075858,"Colors:Black,Sizes:2XL",online,listing,online_cc,,,0,23724659142029475396
09/28/23,Light the Beam Fanny Pack - Sacramento Basketball Streetwear,1,20.00,,,0.00,0.00,5.39,0,20,USD,3741885527,1363544675,09/28/2023,10/02/2023,3025276925,,online,listing,online_cc,,,0,76828706842276497948
09/19/23,Beam Team Dad hat,1,24.99,,,0.00,0.00,4.69,0,24.99,USD,3729320337,1440500441,09/19/2023,09/27/2023,3022391134,Color:Black,online,listing,online_cc,,,0,6413A0E6093F0_7854
09/18/23,Sacramento Basketball Sticker Pack,1,8.99,,,0.00,0.00,4.79,0,8.99,USD,3726718088,1393807246,09/18/2023,09/20/2023,3021431306,"Sizes:6&quot; × 4&quot;,Types:White",online,listing,online_cc,,,0,10096956804691803561
09/18/23,Light the Beam Sticker,1,5.50,,,0.00,0.00,3.99,0,5.5,USD,3726190674,1569423187,09/18/2023,09/23/2023,3014481747,Size:4x4,online,listing,online_cc,,,0,65087FCC206F8_10164
09/12/23,Light the Beam Sacramento Basketball Tee - Unisex Mineral Wash T-Shirt,1,28.00,,,0.00,0.00,4.8,0,28,USD,3718955707,1370072339,09/12/2023,09/16/2023,3008039293,Sizes:XL,online,listing,online_cc,,,0,80996266680158937556
09/12/23,Mineral Wash Beam Team Social Club riff T-shirt for Sacramento Kings Fans,1,40.00,,,0.00,4.80,0,0,40,USD,3717349696,1391474687,09/12/2023,09/18/2023,3007865903,"Colors:Mineral Grey,Sizes:M",online,listing,online_cc,,,0,30836193149571984136
08/25/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0.00,0.00,4.35,0,24.99,USD,3693959773,1349153380,08/25/2023,08/28/2023,2988983629,"Colors:Vintage Black,Sizes:M",online,listing,online_cc,,,0,11177477330863715167
08/18/23,Light the Beam Holographic Die-cut Stickers - Sacramento Basketball,1,6.75,,,0.00,0.00,2.5,0,6.75,USD,3683493171,1363252265,08/18/2023,08/19/2023,2981024973,Sizes:4&quot; × 4&quot;,online,listing,online_cc,,,0,23435239439601723973
08/17/23,Light the Beam Beam Team Coffee Mug for Sacramento Basketball Fan,1,12.99,,,0.00,0.00,6.49,0,12.99,USD,3683156045,1392380451,08/17/2023,08/18/2023,2987426160,Color:Black,online,listing,online_cc,,,0,63C0A744EAF2F_11051
08/14/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0.00,0.00,4.35,0,24.99,USD,3676430352,1349153380,08/14/2023,08/16/2023,2976703019,"Colors:Vintage Black,Sizes:3XL",online,listing,online_cc,,,0,16597892043719631211
08/03/23,Sacramento Basketball Sticker Pack,1,8.99,,,0.00,0.00,4.79,0,8.99,USD,3663808003,1393807246,08/03/2023,08/05/2023,2972702736,"Sizes:6&quot; × 4&quot;,Types:White",online,listing,online_cc,,,0,10096956804691803561
08/03/23,Light the Beam Holographic Die-cut Stickers - Sacramento Basketball,1,6.50,BEAMTEAM,BEAMTEAM - % off,0.98,0.00,2.5,0,6.5,USD,3662762613,1363252265,08/03/2023,08/04/2023,2965240821,Sizes:3&quot; × 3&quot;,online,listing,online_cc,,,0,11035534965323231298
07/30/23,Light the Beam Crown Sacramento Kings Die-Cut Sticker,1,5.00,,,0.00,0.00,4.49,0,5,USD,3656187342,1396723579,07/30/2023,08/01/2023,2961357097,Sticker sizes:3&quot; × 3&quot;,online,listing,online_cc,,,0,21795431314082529430
07/27/23,Light the Beam Crown Sacramento Kings Die-Cut Sticker,1,5.00,,,0.00,0.00,4.49,0,5,USD,3654408439,1396723579,07/27/2023,08/24/2023,2965506272,Sticker sizes:3&quot; × 3&quot;,online,listing,online_cc,,,0,21795431314082529430
07/10/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0.00,0.00,4.35,0,24.99,USD,3630114476,1349153380,07/10/2023,07/11/2023,2948162398,"Colors:Black,Sizes:2XL",online,listing,online_cc,,,0,23724659142029475396
07/06/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0.00,0.00,4.35,0,24.99,USD,3624862852,1349153380,07/06/2023,07/07/2023,2937615025,"Colors:Black Heather,Sizes:L",online,listing,online_cc,,,0,20478437459950384665
07/05/23,Sacramento Basketball- Light the Beam Sweatshirt - Beam Team,1,42.00,,,0.00,8.39,0,0,42,USD,3624446154,1380586661,07/05/2023,07/07/2023,2937285867,"Color:Black,Size:M",online,listing,online_cc,,,0,cc-564-5007-100649445-24486
07/03/23,Light the Beam Holographic Die-cut Stickers - Sacramento Basketball,1,6.50,FINISHSTRONG,FINISHSTRONG - % off,0.65,0.00,2.5,0,6.5,USD,3621983582,1363252265,07/03/2023,07/06/2023,2935445985,Sizes:3&quot; × 3&quot;,online,listing,online_cc,,,0,11035534965323231298
06/21/23,Beam Team Dad hat,1,24.99,BEAMTEAM,BEAMTEAM - % off,3.75,0.00,4.69,0,24.99,USD,3608645431,1440500441,06/21/2023,06/24/2023,2930690698,Color:Black,online,listing,online_cc,,,0,6413A0E6093F0_7854
06/19/23,Light the Beam Heavyweight Hoodie Sweatshirt  for Sacramento Kings Fan,1,42.00,,,0.00,8.79,0,0,42,USD,3606499231,1386871859,06/19/2023,06/21/2023,2922612717,"Color:Black,Size:2XL",online,listing,online_cc,,,0,cc-541-4740-100701871-23091
06/19/23,Sacramento Basketball Sticker Pack,1,8.99,,,0,0,0,0,8.99,USD,3606499229,1393807246,06/19/2023,06/21/2023,2922612717,"Sizes:6&quot; × 4&quot;,Types:Holographic",online,listing,online_cc,,,0,25335712445310287152
06/08/23,Light the Beam Sacramento Basketball Tee - Kids Regular Fit Tee,1,16.00,FINISHSTRONG,FINISHSTRONG - % off,4.10,7.00,0,0,16,USD,3590468152,1370080741,06/08/2023,06/12/2023,2917980450,"Colors:White,Sizes:XL",online,listing,online_cc,,,0,16486737107620829253
06/08/23,Light the Beam Crown Sacramento Basketball Tee,1,24.99,FINISHSTRONG,FINISHSTRONG - % off,0,0,0,0,24.99,USD,3590468150,1358752910,06/08/2023,06/12/2023,2917980450,"Colors:Black,Sizes:XS",online,listing,online_cc,,,0,37359804542054793110
06/07/23,Light the Beam Holographic Die-cut Stickers - Sacramento Basketball,2,7.25,,,0.00,0.00,3,0,14.5,USD,3590357217,1363252265,06/07/2023,06/08/2023,2910273083,Sizes:5&quot; × 5&quot;,online,listing,online_cc,,,0,25181156153647157078
06/03/23,Light the Beam Holographic Die-cut Stickers - Sacramento Basketball,1,6.75,,,0.00,0.00,2.5,0,6.75,USD,3583090538,1363252265,06/03/2023,06/06/2023,2906106295,Sizes:4&quot; × 4&quot;,online,listing,online_cc,,,0,23435239439601723973
05/15/23,Mineral Wash Beam Team Social Club riff T-shirt for Sacramento Kings Fans,1,40.00,FINISHSTRONG,FINISHSTRONG - % off,4.00,4.80,0,0,40,USD,3561882561,1391474687,05/15/2023,05/18/2023,2888788007,"Colors:Mineral Grey,Sizes:XL",online,listing,online_cc,,,0,10227710437213702684
05/13/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0.00,0.00,4.35,0,24.99,USD,3558513507,1349153380,05/13/2023,05/16/2023,2891209776,"Colors:Black,Sizes:XL",online,listing,online_cc,,,0,11044469595546600217
05/11/23,Light the Beam Holographic Die-cut Stickers - Sacramento Basketball,4,6.50,,,0.00,0.00,4,0,26,USD,3556614719,1363252265,05/11/2023,05/16/2023,2884859481,Sizes:3&quot; × 3&quot;,online,listing,online_cc,,,0,11035534965323231298
05/09/23,Light the Beam Sacramento Basketball Tee - Baby Short Sleeve Onesie,1,18.00,,,0.00,0.00,4,0,18,USD,3553198307,1370083289,05/09/2023,05/11/2023,2886840652,"Colors:Pink,Sizes:6-9M",online,listing,online_cc,,,0,33923937794249164083
05/09/23,Beam Team Embroidered patches,1,12.99,,,0.00,4.85,0,0,12.99,USD,3552995533,1426347210,05/09/2023,05/11/2023,2886677396,,online,listing,online_cc,,,0,6413B8D910E80_15563
05/09/23,Mineral Wash Beam Team Social Club riff T-shirt for Sacramento Kings Fans,1,40.00,,,0,0,0,0,40,USD,3550323792,1391474687,05/09/2023,05/11/2023,2886677396,"Colors:Mineral Black,Sizes:S",online,listing,online_cc,,,0,12165777614073981993
05/08/23,Light the Beam Scented Candle -  Sacramento Basketball,1,14.99,,,0.00,0.00,7.29,0,14.99,USD,3549746772,1349246944,05/08/2023,05/10/2023,2881714711,,online,listing,online_cc,,,0,34976674295636878016
05/08/23,Light the Beam Holographic Die-cut Stickers - Sacramento Basketball,1,6.50,,,0.00,0.00,2.5,0,6.5,USD,3552170047,1363252265,05/08/2023,05/09/2023,2881511457,Sizes:3&quot; × 3&quot;,online,listing,online_cc,,,0,11035534965323231298
05/08/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0.00,0.00,4.35,0,24.99,USD,3552030517,1349153380,05/08/2023,05/09/2023,2885867192,"Colors:Black,Sizes:XL",online,listing,online_cc,,,0,11044469595546600217
05/05/23,Light the Beam Sacramento Basketball Tee,1,24.99,,,0.00,0.00,4.35,0,24.99,USD,3544690998,1349153380,05/05/2023,05/06/2023,2878032327,"Colors:Black,Sizes:L",online,listing,online_cc,,,0,32769501973360064612
05/03/23,Beam Team Social Club riff Hoodie for Sacramento Kings Fans,1,50.00,,,0.00,8.39,0,0,50,USD,3542405216,1391468909,05/03/2023,05/04/2023,2880446106,"Color:Black,Size:S",online,listing,online_cc,,,0,cc-541-4740-100740730-23087
05/03/23,Beam Team Dad hat,1,24.99,FINISHSTRONG,FINISHSTRONG - % off,2.50,0.00,3.99,0,24.99,USD,3545059233,1440500441,05/03/2023,05/08/2023,2876149671,Color:Black,online,listing,online_cc,,,0,6413A0E6093F0_7854
05/01/23,Light the Beam Holographic Die-cut Stickers - Sacramento Basketball,1,6.50,,,0.00,0.00,2.5,0,6.5,USD,3538398018,1363252265,05/01/2023,05/03/2023,2873355559,Sizes:3&quot; × 3&quot;,online,listing,online_cc,,,0,11035534965323231298
04/30/23,Light the Beam Wall Flag for Sacramento Basketball Fans,1,29.99,,,0.00,0.00,3.99,0,29.99,USD,3540803241,1410876038,04/30/2023,05/05/2023,2872917985,,online,listing,online_cc,,,0,63F91D1276FB0_12584
04/30/23,"Light the Beam Sock, Sacramento Basketball Gift",2,12.00,,,0.00,0.00,6,0,24,USD,3540616467,1376809685,04/30/2023,05/02/2023,2876703868,Size:L,online,listing,online_cc,,,0,39731051372985923700
